Grid_txt,Latitude,Longitude
2482,38.8061,-78.1102
2483,38.8056,-78.0917
2484,38.8052,-78.0731
2485,38.8047,-78.0546
2486,38.8042,-78.0361
2487,38.8038,-78.0176
2488,38.8033,-77.9991
2489,38.8028,-77.9806
2490,38.8023,-77.9621
2491,38.8019,-77.9436
2492,38.8014,-77.9251
2493,38.8009,-77.9066
2494,38.8004,-77.8881
2495,38.7999,-77.8696
2496,38.7994,-77.8511
2497,38.7989,-77.8325
2498,38.7984,-77.814
2499,38.7979,-77.7955
2500,38.7974,-77.777
2501,38.7969,-77.7585
2502,38.7964,-77.74
2503,38.7958,-77.7215
2504,38.7953,-77.703
2505,38.7948,-77.6845
2506,38.7943,-77.666
2507,38.7937,-77.6475
2508,38.7932,-77.629
2509,38.7927,-77.6105
2510,38.7921,-77.592
2511,38.7916,-77.5735
2512,38.791,-77.555
2513,38.7905,-77.5365
2514,38.7899,-77.518
2515,38.7894,-77.4995
2516,38.7888,-77.481
2517,38.7883,-77.4625
2518,38.7877,-77.4441
2519,38.7871,-77.4256
2520,38.7866,-77.4071
2521,38.786,-77.3886
2522,38.7854,-77.3701
2523,38.7849,-77.3516
2524,38.7843,-77.3331
2525,38.7837,-77.3146
2526,38.7831,-77.2961
2527,38.7825,-77.2776
2528,38.7819,-77.2591
2529,38.7813,-77.2406
2530,38.7807,-77.2222
2531,38.7801,-77.2037
2532,38.7795,-77.1852
2533,38.7789,-77.1667
2534,38.7783,-77.1482
2535,38.7777,-77.1297
2536,38.7771,-77.1112
2537,38.7765,-77.0928
2538,38.7759,-77.0743
2539,38.7752,-77.0558
2540,38.7746,-77.0373
2541,38.8105,-79.0181
2542,38.8102,-78.9995
2543,38.8099,-78.981
2544,38.8096,-78.9625
2545,38.8093,-78.944
2546,38.8089,-78.9255
2547,38.8076,-78.8514
2548,38.8073,-78.8328
2549,38.8069,-78.8143
2550,38.8022,-78.5736
2551,38.8018,-78.555
2552,38.8014,-78.5365
2553,38.801,-78.518
2554,38.8006,-78.4995
2555,38.8002,-78.481
2556,38.7998,-78.4625
2557,38.7994,-78.444
2558,38.799,-78.4254
2559,38.7986,-78.4069
2560,38.7982,-78.3884
2561,38.7977,-78.3699
2562,38.7973,-78.3514
2563,38.7969,-78.3329
2564,38.7965,-78.3144
2565,38.7961,-78.2958
2566,38.7956,-78.2773
2567,38.7952,-78.2588
2568,38.7948,-78.2403
2569,38.7943,-78.2218
2570,38.7939,-78.2033
2571,38.7934,-78.1848
2572,38.793,-78.1663
2573,38.7925,-78.1478
2574,38.7921,-78.1293
2575,38.7916,-78.1108
2576,38.7912,-78.0922
2577,38.7907,-78.0737
2578,38.7902,-78.0552
2579,38.7898,-78.0367
2580,38.7893,-78.0182
2581,38.7888,-77.9997
2582,38.7883,-77.9812
2583,38.7879,-77.9627
2584,38.7874,-77.9442
2585,38.7869,-77.9257
2586,38.7864,-77.9072
2587,38.7859,-77.8887
2588,38.7854,-77.8702
2589,38.7849,-77.8517
2590,38.7844,-77.8332
2591,38.7839,-77.8147
2592,38.7834,-77.7962
2593,38.7829,-77.7777
2594,38.7824,-77.7592
2595,38.7819,-77.7407
2596,38.7814,-77.7222
2597,38.7808,-77.7037
2598,38.7803,-77.6852
2599,38.7798,-77.6667
2600,38.7793,-77.6482
2601,38.7787,-77.6297
2602,38.7782,-77.6112
2603,38.7776,-77.5927
2604,38.7771,-77.5742
2605,38.7766,-77.5557
2606,38.776,-77.5372
2607,38.7755,-77.5187
2608,38.7749,-77.5002
2609,38.7744,-77.4818
2610,38.7738,-77.4633
2611,38.7732,-77.4448
2612,38.7727,-77.4263
2613,38.7721,-77.4078
2614,38.7715,-77.3893
2615,38.771,-77.3708
2616,38.7704,-77.3523
2617,38.7698,-77.3338
2618,38.7692,-77.3154
2619,38.7686,-77.2969
2620,38.768,-77.2784
2621,38.7675,-77.2599
2622,38.7669,-77.2414
2623,38.7663,-77.2229
2624,38.7657,-77.2044
2625,38.7651,-77.186
2626,38.7645,-77.1675
2627,38.7639,-77.149
2628,38.7632,-77.1305
2629,38.7626,-77.112
2630,38.762,-77.0935
2631,38.7614,-77.0751
2632,38.7608,-77.0566
2633,38.7601,-77.0381
2634,38.7967,-79.0555
2635,38.7964,-79.037
2636,38.796,-79.0185
2637,38.7957,-79
2638,38.7954,-78.9814
2639,38.7951,-78.9629
2640,38.7948,-78.9444
2641,38.7944,-78.9259
2642,38.7941,-78.9074
2643,38.7931,-78.8518
2644,38.7928,-78.8333
2645,38.7924,-78.8148
2646,38.7921,-78.7962
2647,38.7917,-78.7777
2648,38.788,-78.5926
2649,38.7877,-78.5741
2650,38.7873,-78.5555
2651,38.7869,-78.537
2652,38.7865,-78.5185
2653,38.7861,-78.5
2654,38.7857,-78.4815
2655,38.7853,-78.463
2656,38.7849,-78.4445
2657,38.7845,-78.426
2658,38.7841,-78.4074
2659,38.7837,-78.3889
2660,38.7833,-78.3704
2661,38.7828,-78.3519
2662,38.7824,-78.3334
2663,38.782,-78.3149
2664,38.7816,-78.2964
2665,38.7811,-78.2779
2666,38.7807,-78.2594
2667,38.7803,-78.2409
2668,38.7798,-78.2224
2669,38.7794,-78.2039
2670,38.7789,-78.1854
2671,38.7785,-78.1668
2672,38.778,-78.1483
2673,38.7776,-78.1298
2674,38.7771,-78.1113
2675,38.7767,-78.0928
2676,38.7762,-78.0743
2677,38.7757,-78.0558
2678,38.7753,-78.0373
2679,38.7748,-78.0188
2680,38.7743,-78.0003
2681,38.7739,-77.9818
2682,38.7734,-77.9633
2683,38.7729,-77.9448
2684,38.7724,-77.9263
2685,38.7719,-77.9078
2686,38.7714,-77.8893
2687,38.7709,-77.8708
2688,38.7704,-77.8523
2689,38.7699,-77.8338
2690,38.7694,-77.8153
2691,38.7689,-77.7968
2692,38.7684,-77.7783
2693,38.7679,-77.7598
2694,38.7674,-77.7413
2695,38.7669,-77.7229
2696,38.7664,-77.7044
2697,38.7658,-77.6859
2698,38.7653,-77.6674
2699,38.7648,-77.6489
2700,38.7642,-77.6304
2701,38.7637,-77.6119
2702,38.7632,-77.5934
2703,38.7626,-77.5749
2704,38.7621,-77.5564
2705,38.7615,-77.5379
2706,38.761,-77.5194
2707,38.7604,-77.501
2708,38.7599,-77.4825
2709,38.7593,-77.464
2710,38.7588,-77.4455
2711,38.7582,-77.427
2712,38.7576,-77.4085
2713,38.7571,-77.39
2714,38.7565,-77.3716
2715,38.7559,-77.3531
2716,38.7553,-77.3346
2717,38.7547,-77.3161
2718,38.7542,-77.2976
2719,38.7536,-77.2791
2720,38.753,-77.2607
2721,38.7524,-77.2422
2722,38.7518,-77.2237
2723,38.7512,-77.2052
2724,38.7506,-77.1867
2725,38.75,-77.1683
2726,38.7494,-77.1498
2727,38.7488,-77.1313
2728,38.7482,-77.1128
2729,38.7475,-77.0943
2730,38.7469,-77.0759
2731,38.7463,-77.0574
2732,38.7457,-77.0389
2733,38.7822,-79.0559
2734,38.7819,-79.0374
2735,38.7816,-79.0189
2736,38.7812,-79.0004
2737,38.7809,-78.9818
2738,38.7806,-78.9633
2739,38.7803,-78.9448
2740,38.7799,-78.9263
2741,38.7796,-78.9078
2742,38.7793,-78.8893
2743,38.7789,-78.8708
2744,38.7786,-78.8522
2745,38.7783,-78.8337
2746,38.7779,-78.8152
2747,38.7776,-78.7967
2748,38.7772,-78.7782
2749,38.7736,-78.5931
2750,38.7732,-78.5745
2751,38.7728,-78.556
2752,38.7724,-78.5375
2753,38.772,-78.519
2754,38.7716,-78.5005
2755,38.7712,-78.482
2756,38.7708,-78.4635
2757,38.7704,-78.445
2758,38.77,-78.4265
2759,38.7696,-78.408
2760,38.7692,-78.3895
2761,38.7688,-78.371
2762,38.7683,-78.3525
2763,38.7679,-78.334
2764,38.7675,-78.3154
2765,38.7671,-78.2969
2766,38.7666,-78.2784
2767,38.7662,-78.2599
2768,38.7658,-78.2414
2769,38.7653,-78.2229
2770,38.7649,-78.2044
2771,38.7645,-78.1859
2772,38.764,-78.1674
2773,38.7636,-78.1489
2774,38.7631,-78.1304
2775,38.7626,-78.1119
2776,38.7622,-78.0934
2777,38.7617,-78.0749
2778,38.7613,-78.0564
2779,38.7608,-78.0379
2780,38.7603,-78.0194
2781,38.7598,-78.0009
2782,38.7594,-77.9824
2783,38.7589,-77.9639
2784,38.7584,-77.9454
2785,38.7579,-77.9269
2786,38.7574,-77.9084
2787,38.7569,-77.89
2788,38.7565,-77.8715
2789,38.756,-77.853
2790,38.7555,-77.8345
2791,38.755,-77.816
2792,38.7544,-77.7975
2793,38.7539,-77.779
2794,38.7534,-77.7605
2795,38.7529,-77.742
2796,38.7524,-77.7235
2797,38.7519,-77.705
2798,38.7514,-77.6865
2799,38.7508,-77.668
2800,38.7503,-77.6496
2801,38.7498,-77.6311
2802,38.7492,-77.6126
2803,38.7487,-77.5941
2804,38.7481,-77.5756
2805,38.7476,-77.5571
2806,38.7471,-77.5386
2807,38.7465,-77.5201
2808,38.746,-77.5017
2809,38.7454,-77.4832
2810,38.7448,-77.4647
2811,38.7443,-77.4462
2812,38.7437,-77.4277
2813,38.7432,-77.4092
2814,38.7426,-77.3908
2815,38.742,-77.3723
2816,38.7414,-77.3538
2817,38.7409,-77.3353
2818,38.7403,-77.3168
2819,38.7397,-77.2984
2820,38.7391,-77.2799
2821,38.7385,-77.2614
2822,38.7379,-77.2429
2823,38.7373,-77.2244
2824,38.7367,-77.206
2825,38.7361,-77.1875
2826,38.7355,-77.169
2827,38.7349,-77.1506
2828,38.7343,-77.1321
2829,38.7337,-77.1136
2830,38.7331,-77.0951
2831,38.7324,-77.0767
2832,38.7318,-77.0582
2833,38.7312,-77.0397
2834,38.7677,-79.0563
2835,38.7674,-79.0378
2836,38.7671,-79.0193
2837,38.7667,-79.0008
2838,38.7664,-78.9823
2839,38.7661,-78.9637
2840,38.7658,-78.9452
2841,38.7655,-78.9267
2842,38.7651,-78.9082
2843,38.7648,-78.8897
2844,38.7645,-78.8712
2845,38.7641,-78.8527
2846,38.7638,-78.8342
2847,38.7634,-78.8156
2848,38.7631,-78.7971
2849,38.7627,-78.7786
2850,38.7624,-78.7601
2851,38.7594,-78.6121
2852,38.7591,-78.5935
2853,38.7587,-78.575
2854,38.7583,-78.5565
2855,38.7579,-78.538
2856,38.7575,-78.5195
2857,38.7571,-78.501
2858,38.7567,-78.4825
2859,38.7563,-78.464
2860,38.7559,-78.4455
2861,38.7555,-78.427
2862,38.7551,-78.4085
2863,38.7547,-78.39
2864,38.7543,-78.3715
2865,38.7539,-78.353
2866,38.7534,-78.3345
2867,38.753,-78.316
2868,38.7526,-78.2975
2869,38.7522,-78.279
2870,38.7517,-78.2605
2871,38.7513,-78.242
2872,38.7509,-78.2235
2873,38.7504,-78.205
2874,38.75,-78.1865
2875,38.7495,-78.168
2876,38.7491,-78.1495
2877,38.7486,-78.131
2878,38.7482,-78.1125
2879,38.7477,-78.094
2880,38.7472,-78.0755
2881,38.7468,-78.057
2882,38.7463,-78.0385
2883,38.7458,-78.02
2884,38.7454,-78.0015
2885,38.7449,-77.983
2886,38.7444,-77.9645
2887,38.7439,-77.9461
2888,38.7434,-77.9276
2889,38.743,-77.9091
2890,38.7425,-77.8906
2891,38.742,-77.8721
2892,38.7415,-77.8536
2893,38.741,-77.8351
2894,38.7405,-77.8166
2895,38.74,-77.7981
2896,38.7395,-77.7796
2897,38.7389,-77.7612
2898,38.7384,-77.7427
2899,38.7379,-77.7242
2900,38.7374,-77.7057
2901,38.7369,-77.6872
2902,38.7363,-77.6687
2903,38.7358,-77.6502
2904,38.7353,-77.6318
2905,38.7348,-77.6133
2906,38.7342,-77.5948
2907,38.7337,-77.5763
2908,38.7331,-77.5578
2909,38.7326,-77.5393
2910,38.732,-77.5209
2911,38.7315,-77.5024
2912,38.7309,-77.4839
2913,38.7304,-77.4654
2914,38.7298,-77.4469
2915,38.7292,-77.4285
2916,38.7287,-77.41
2917,38.7281,-77.3915
2918,38.7275,-77.373
2919,38.727,-77.3545
2920,38.7264,-77.3361
2921,38.7258,-77.3176
2922,38.7252,-77.2991
2923,38.7246,-77.2806
2924,38.724,-77.2622
2925,38.7234,-77.2437
2926,38.7229,-77.2252
2927,38.7223,-77.2067
2928,38.7217,-77.1883
2929,38.721,-77.1698
2930,38.7204,-77.1513
2931,38.7198,-77.1329
2932,38.7192,-77.1144
2933,38.7186,-77.0959
2934,38.718,-77.0774
2935,38.7174,-77.059
2936,38.7167,-77.0405
2937,38.7535,-79.0752
2938,38.7532,-79.0567
2939,38.7529,-79.0382
2940,38.7526,-79.0197
2941,38.7523,-79.0012
2942,38.7519,-78.9827
2943,38.7516,-78.9641
2944,38.7513,-78.9456
2945,38.751,-78.9271
2946,38.7506,-78.9086
2947,38.7503,-78.8901
2948,38.75,-78.8716
2949,38.7496,-78.8531
2950,38.7493,-78.8346
2951,38.7489,-78.8161
2952,38.7486,-78.7976
2953,38.7482,-78.7791
2954,38.7479,-78.7606
2955,38.7475,-78.7421
2956,38.7472,-78.7236
2957,38.7468,-78.7051
2958,38.7464,-78.6866
2959,38.7453,-78.631
2960,38.745,-78.6125
2961,38.7446,-78.594
2962,38.7442,-78.5755
2963,38.7438,-78.557
2964,38.7434,-78.5385
2965,38.743,-78.52
2966,38.7426,-78.5015
2967,38.7422,-78.483
2968,38.7418,-78.4645
2969,38.7414,-78.446
2970,38.741,-78.4275
2971,38.7406,-78.409
2972,38.7402,-78.3905
2973,38.7398,-78.372
2974,38.7394,-78.3535
2975,38.739,-78.335
2976,38.7385,-78.3165
2977,38.7381,-78.298
2978,38.7377,-78.2795
2979,38.7372,-78.261
2980,38.7368,-78.2425
2981,38.7364,-78.2241
2982,38.7359,-78.2056
2983,38.7355,-78.1871
2984,38.735,-78.1686
2985,38.7346,-78.1501
2986,38.7341,-78.1316
2987,38.7337,-78.1131
2988,38.7332,-78.0946
2989,38.7328,-78.0761
2990,38.7323,-78.0576
2991,38.7318,-78.0391
2992,38.7314,-78.0206
2993,38.7309,-78.0021
2994,38.7304,-77.9837
2995,38.7299,-77.9652
2996,38.7294,-77.9467
2997,38.729,-77.9282
2998,38.7285,-77.9097
2999,38.728,-77.8912
3000,38.7275,-77.8727
3001,38.727,-77.8542
3002,38.7265,-77.8357
3003,38.726,-77.8173
3004,38.7255,-77.7988
3005,38.725,-77.7803
3006,38.7245,-77.7618
3007,38.724,-77.7433
3008,38.7234,-77.7248
3009,38.7229,-77.7064
3010,38.7224,-77.6879
3011,38.7219,-77.6694
3012,38.7213,-77.6509
3013,38.7208,-77.6324
3014,38.7203,-77.614
3015,38.7197,-77.5955
3016,38.7192,-77.577
3017,38.7187,-77.5585
3018,38.7181,-77.54
3019,38.7176,-77.5216
3020,38.717,-77.5031
3021,38.7165,-77.4846
3022,38.7159,-77.4661
3023,38.7153,-77.4476
3024,38.7148,-77.4292
3025,38.7142,-77.4107
3026,38.7136,-77.3922
3027,38.7131,-77.3737
3028,38.7125,-77.3553
3029,38.7119,-77.3368
3030,38.7113,-77.3183
3031,38.7107,-77.2999
3032,38.7102,-77.2814
3033,38.7096,-77.2629
3034,38.709,-77.2444
3035,38.7084,-77.226
3036,38.7078,-77.2075
3037,38.7072,-77.189
3038,38.7066,-77.1706
3039,38.706,-77.1521
3040,38.7054,-77.1336
3041,38.7047,-77.1152
3042,38.7041,-77.0967
3043,38.7035,-77.0782
3044,38.7029,-77.0598
3045,38.739,-79.0756
3046,38.7387,-79.0571
3047,38.7384,-79.0386
3048,38.7381,-79.0201
3049,38.7378,-79.0016
3050,38.7374,-78.9831
3051,38.7371,-78.9646
3052,38.7368,-78.9461
3053,38.7365,-78.9276
3054,38.7361,-78.909
3055,38.7358,-78.8905
3056,38.7355,-78.872
3057,38.7351,-78.8535
3058,38.7348,-78.835
3059,38.7344,-78.8165
3060,38.7341,-78.798
3061,38.7337,-78.7795
3062,38.7334,-78.761
3063,38.733,-78.7425
3064,38.7327,-78.724
3065,38.7323,-78.7055
3066,38.732,-78.687
3067,38.7316,-78.6685
3068,38.7312,-78.65
3069,38.7308,-78.6315
3070,38.7305,-78.613
3071,38.7301,-78.5945
3072,38.7297,-78.576
3073,38.7293,-78.5575
3074,38.7289,-78.539
3075,38.7285,-78.5205
3076,38.7281,-78.502
3077,38.7277,-78.4835
3078,38.7273,-78.465
3079,38.7269,-78.4465
3080,38.7265,-78.428
3081,38.7261,-78.4095
3082,38.7257,-78.3911
3083,38.7253,-78.3726
3084,38.7249,-78.3541
3085,38.7245,-78.3356
3086,38.724,-78.3171
3087,38.7236,-78.2986
3088,38.7232,-78.2801
3089,38.7228,-78.2616
3090,38.7223,-78.2431
3091,38.7219,-78.2246
3092,38.7214,-78.2061
3093,38.721,-78.1876
3094,38.7206,-78.1691
3095,38.7201,-78.1507
3096,38.7197,-78.1322
3097,38.7192,-78.1137
3098,38.7187,-78.0952
3099,38.7183,-78.0767
3100,38.7178,-78.0582
3101,38.7173,-78.0397
3102,38.7169,-78.0212
3103,38.7164,-78.0027
3104,38.7159,-77.9843
3105,38.7154,-77.9658
3106,38.715,-77.9473
3107,38.7145,-77.9288
3108,38.714,-77.9103
3109,38.7135,-77.8918
3110,38.713,-77.8734
3111,38.7125,-77.8549
3112,38.712,-77.8364
3113,38.7115,-77.8179
3114,38.711,-77.7994
3115,38.7105,-77.7809
3116,38.71,-77.7625
3117,38.7095,-77.744
3118,38.709,-77.7255
3119,38.7084,-77.707
3120,38.7079,-77.6885
3121,38.7074,-77.6701
3122,38.7069,-77.6516
3123,38.7063,-77.6331
3124,38.7058,-77.6146
3125,38.7053,-77.5962
3126,38.7047,-77.5777
3127,38.7042,-77.5592
3128,38.7036,-77.5407
3129,38.7031,-77.5223
3130,38.7025,-77.5038
3131,38.702,-77.4853
3132,38.7014,-77.4668
3133,38.7009,-77.4484
3134,38.7003,-77.4299
3135,38.6997,-77.4114
3136,38.6992,-77.393
3137,38.6986,-77.3745
3138,38.698,-77.356
3139,38.6974,-77.3375
3140,38.6969,-77.3191
3141,38.6963,-77.3006
3142,38.6957,-77.2821
3143,38.6951,-77.2637
3144,38.6945,-77.2452
3145,38.6939,-77.2267
3146,38.6933,-77.2083
3147,38.6927,-77.1898
3148,38.6921,-77.1713
3149,38.6915,-77.1529
3150,38.6909,-77.1344
3151,38.6903,-77.116
3152,38.6897,-77.0975
3153,38.7248,-79.0945
3154,38.7245,-79.076
3155,38.7242,-79.0575
3156,38.7239,-79.039
3157,38.7236,-79.0205
3158,38.7233,-79.002
3159,38.7229,-78.9835
3160,38.7226,-78.965
3161,38.7223,-78.9465
3162,38.722,-78.928
3163,38.7216,-78.9095
3164,38.7213,-78.891
3165,38.721,-78.8725
3166,38.7206,-78.854
3167,38.7203,-78.8355
3168,38.72,-78.817
3169,38.7196,-78.7985
3170,38.7193,-78.78
3171,38.7189,-78.7615
3172,38.7185,-78.743
3173,38.7182,-78.7245
3174,38.7178,-78.706
3175,38.7175,-78.6875
3176,38.7171,-78.669
3177,38.7167,-78.6505
3178,38.7164,-78.632
3179,38.716,-78.6135
3180,38.7156,-78.595
3181,38.7152,-78.5765
3182,38.7148,-78.558
3183,38.7144,-78.5395
3184,38.714,-78.521
3185,38.7137,-78.5025
3186,38.7133,-78.484
3187,38.7129,-78.4655
3188,38.7125,-78.4471
3189,38.7121,-78.4286
3190,38.7116,-78.4101
3191,38.7112,-78.3916
3192,38.7108,-78.3731
3193,38.7104,-78.3546
3194,38.71,-78.3361
3195,38.7096,-78.3176
3196,38.7091,-78.2991
3197,38.7087,-78.2806
3198,38.7083,-78.2622
3199,38.7078,-78.2437
3200,38.7074,-78.2252
3201,38.707,-78.2067
3202,38.7065,-78.1882
3203,38.7061,-78.1697
3204,38.7056,-78.1512
3205,38.7052,-78.1327
3206,38.7047,-78.1143
3207,38.7043,-78.0958
3208,38.7038,-78.0773
3209,38.7033,-78.0588
3210,38.7029,-78.0403
3211,38.7024,-78.0218
3212,38.7019,-78.0033
3213,38.7014,-77.9849
3214,38.701,-77.9664
3215,38.7005,-77.9479
3216,38.7,-77.9294
3217,38.6995,-77.9109
3218,38.699,-77.8925
3219,38.6985,-77.874
3220,38.698,-77.8555
3221,38.6975,-77.837
3222,38.697,-77.8186
3223,38.6965,-77.8001
3224,38.696,-77.7816
3225,38.6955,-77.7631
3226,38.695,-77.7446
3227,38.6945,-77.7262
3228,38.694,-77.7077
3229,38.6934,-77.6892
3230,38.6929,-77.6707
3231,38.6924,-77.6523
3232,38.6919,-77.6338
3233,38.6913,-77.6153
3234,38.6908,-77.5968
3235,38.6902,-77.5784
3236,38.6897,-77.5599
3237,38.6892,-77.5414
3238,38.6886,-77.523
3239,38.6881,-77.5045
3240,38.6875,-77.486
3241,38.6869,-77.4676
3242,38.6864,-77.4491
3243,38.6858,-77.4306
3244,38.6853,-77.4121
3245,38.6847,-77.3937
3246,38.6841,-77.3752
3247,38.6835,-77.3567
3248,38.683,-77.3383
3249,38.6824,-77.3198
3250,38.6818,-77.3014
3251,38.6812,-77.2829
3252,38.6806,-77.2644
3253,38.68,-77.246
3254,38.6794,-77.2275
3255,38.6788,-77.209
3256,38.6782,-77.1906
3257,38.6776,-77.1721
3258,38.677,-77.1537
3259,38.6764,-77.1352
3260,38.6758,-77.1167
3261,38.7103,-79.0949
3262,38.71,-79.0764
3263,38.7097,-79.0579
3264,38.7094,-79.0394
3265,38.7091,-79.0209
3266,38.7088,-79.0024
3267,38.7085,-78.9839
3268,38.7081,-78.9654
3269,38.7078,-78.9469
3270,38.7075,-78.9284
3271,38.7071,-78.9099
3272,38.7068,-78.8914
3273,38.7065,-78.8729
3274,38.7061,-78.8544
3275,38.7058,-78.8359
3276,38.7055,-78.8174
3277,38.7051,-78.7989
3278,38.7048,-78.7804
3279,38.7044,-78.7619
3280,38.7041,-78.7434
3281,38.7037,-78.7249
3282,38.7033,-78.7064
3283,38.703,-78.688
3284,38.7026,-78.6695
3285,38.7022,-78.651
3286,38.7019,-78.6325
3287,38.7015,-78.614
3288,38.7011,-78.5955
3289,38.7007,-78.577
3290,38.7003,-78.5585
3291,38.6999,-78.54
3292,38.6996,-78.5215
3293,38.6992,-78.503
3294,38.6988,-78.4846
